Row_Index,b_country,b_RankBuy_1,b_RankBuy_2,b_RankBuy_3,b_RankBuy_4,b_Tact_1,b_Tact_2,b_Tact_3,b_Tact_4,b_Tact_5,b_Tact_6,b_Tact_7,b_Tact_8,b_Tact_9,b_Tact_10,b_PlayAI,b_AI-cues,b_AI4me,b_Ai4me-why,b_Use emotions,b_AI4u,b_PlayAI.1,b_AI-cues.1,s_country,s_RankSell_1,s_RankSell_2,s_RankSell_3,s_RankSell_4,s_Tact_1,s_Tact_2,s_Tact_3,s_Tact_4,s_Tact_5,s_Tact_6,s_Tact_7,s_Tact_8,s_Tact_9,s_Tact_10,s_PlayAI,s_AI-cues,s_AI4me,s_Ai4me-why,s_Use emotions,s_AI4u,s_PlayAI.1,s_AI-cues.1,is_AI,formattedChat,b_insight,s_insight,flag_speaker,dispute_outcome
41,,70.0,10.0,20.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,10.0,5.0,70.0,15.0,2.0,4.0,4.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0,,,,,,,,,False,"1701288097 Buyer: Hey, I am contacting to request a refund to the incorrect item you delivered.
1701288117 Seller: Hello, what was incorrect about the item you received?
1701288163 Buyer: The Kobe Bryant replica shirt I bought had the name of an unknown player on it instead.
1701288225 Seller: The item you purchased was a generic Lakers replica jersey, not a Kobe Bryant replica shirt. If you would like to purchase a Kobe Bryant jersey, I can process a refund and you can purchase that item instead.
1701288323 Buyer: Yea I think that can work. If that's the case I think I made a mistake. About my bad review, I can remove it if you also retract your review of me.
1701288374 Seller: Thank you. If you're willing to remove your negative review then I will also remove my review of you. 
1701288470 Buyer: About the refund, is it a full refund? If that's the case, I can work on rebuying the Kobe Bryant shirt right away.
1701288494 Seller: Yes that will be a full refund.
1701288535 Buyer: Yea sorry about the mistake, I will make sure to double-check the order next time
1701288544 Seller: Submitted agreement: Buyer gets full refund, buyer retracted their review, seller retracted their review, buyer did apologize, and seller did apologize.
1701288563 Buyer: Accept Deal
",9.0,0.0,1.0,0.0
42,,30.0,25.0,25.0,20.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,,,,,,,,,,15.0,35.0,45.0,5.0,3.0,5.0,4.0,3.0,5.0,1.0,5.0,5.0,2.0,2.0,,,,,,,,,False,"1701285853 Buyer: Hello. I would like a refund for my jersey.
1701285879 Seller: I'm sorry, but all sales are final as it says on my website.
1701285922 Buyer: You changed the description of the product you advertised. That's wrong.
1701286030 Seller: We will have to agree to disagree here. My website always listed the exact item.  You have already written a bad review of my business so my business will already be affected because of that.  I can't lose the product and the money as well.
1701286090 Buyer: I'm willing to ship back the item but I demand a refund for the full price.
1701286207 Seller: I can make a one-time exception of accepting a return and will send you a prepaid shipping label to return the item at my expense.  HOWEVER, I will only do so if you remove the negative review. 
1701286307 Buyer: That's fine. I'll remove the review when I get a refund back.
1701286395 Seller: Okay.  I will email you the shipping label now and once I receive the item back, I will refund you the full amount.
1701286467 Buyer: Sounds good. Thank you for understanding.
1701286481 Seller: Thank you and have a great day.
1701286519 Buyer: Submitted agreement: Buyer gets full refund, buyer kept their review, seller retracted their review, buyer didn't apologize, and seller didn't apologize.
1701286534 Seller: Accept Deal
",2.0,2.0,3.0,0.0
43,,60.0,15.0,15.0,10.0,2.0,5.0,4.0,2.0,4.0,4.0,5.0,4.0,3.0,3.0,,,,,,,,,,10.0,30.0,60.0,0.0,3.0,3.0,1.0,1.0,3.0,1.0,5.0,4.0,4.0,4.0,,,,,,,,,False,"1701286287 Buyer: Hello, I would like a refund for the product I purchased. The item did not arrive as expected. Please understand that I may have made a mistake but I am not satisfied either way. 
1701286340 Seller: I apologize for any inconvenience this may have caused you
1701286368 Buyer: I appreciate that. I apologize for the inconvenience as well.
1701286419 Seller: Would you be willing to remove your bad review if we are able to come to a solution so that we are both happy?
1701286467 Buyer: I am willing to remove my bad review if you refund my purchase.
1701286518 Seller: Is there any other solution you would be willing to accept? Possibly a discount on a future purchase?
1701286587 Buyer: If you remove your bad review of me, and send me the product I originally intended to purchase, I will remove my bad review of you.
1701286740 Seller: I am willing to remove the bad review and upon receipt of the return of the product you received I will do my best to replace it with what you were expecting to receive. If I do not have it in stock in ensure that you will receive a full refund along with a coupon on a future purchase. Is that acceptable?
1701286780 Buyer: This is acceptable. I will remove my bad review. Thank you.
1701286832 Seller: You're very welcome. I hope to continue to maintain your business as every customer is important to us! Have a great day!
1701286851 Buyer: Submitted agreement: Buyer gets full refund, buyer retracted their review, seller retracted their review, buyer did apologize, and seller did apologize.
1701286867 Seller: Accept Deal
",10.0,0.0,3.0,0.0
44,,30.0,20.0,15.0,35.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,,,,,,,,,40.0,15.0,25.0,20.0,4.0,4.0,2.0,3.0,5.0,1.0,4.0,4.0,5.0,1.0,,,,,,,,,False,"1701286491 Buyer: Hello I wanted to take about this purchase and how we can correct it
1701286533 Seller: Hello! I would love to see how can I help you? What seems to be the issue?
1701286603 Buyer: I ordered a Kobe Byrant jersey but received a random jersey. When I went to the site again, all mention of Kobe Bryant was removed. I was aiming to get a refund back and a apology as I ordered this for my ill family member. 
1701286743 Seller: I'm sorry you were under the impression that the jerseys on my website were for specific players. The item never stated that it was for a specific player and no wording has been removed from the website. We also have an ""All Sales Are Final"" company policy. I apologize for any confusion.
1701286870 Buyer: Well I feel very mislead in this regard. The website literally was all about Kobe Bryan. I demand that the negative and hurtful review of me is taken off my account along with a apology. I will fold on the refund. However I will not take down the review of you as that is my right and people should know to read the fine print when dealing with you.   
1701287068 Seller: I am very sorry you feel this way. We are very passionate about Kobe Bryant and the entire Lakers organization. You have every right to keep the review of our business up online as I am a firm believer in the right to free speech however, I believe my company deserves the same respect in return to exercise our right to free speech as well. 
1701287179 Buyer: Already lets finalize a deal. No refund fine. You remove the negative review of me. I remove the negative review of you. And I get a apology for my ill relative, he is just a kid man. Show some compassion. Let me know if that works for you.   
1701287257 Seller: I think that sounds reasonable. I would commit to that deal.
1701287294 Buyer: Submitted agreement: Buyer gets no refund, buyer retracted their review, seller retracted their review, buyer did apologize, and seller didn't apologize.
1701287316 Seller: Accept Deal
",2.0,0.0,3.0,0.0
45,,70.0,10.0,15.0,5.0,1.0,5.0,5.0,4.0,4.0,1.0,1.0,5.0,4.0,1.0,,,,,,,,,,20.0,20.0,30.0,30.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,,,,,,,,,False,"1701286752 Buyer: I would like a refund for this item because I did not receive what was advertised. 
1701286871 Seller: My website explicitly said what to expect.
1701286940 Buyer: When I purchased this jersey, the listing specifically said it was a Kobe Bryant jersey. This is a really important gift for a loved one. I would be willing to remove my bad review if I can get a refund. 
1701287099 Seller: My website explicitly said that it was just a generic Lakers jersey. It is similar to what Kobe would wear except for the number. I would require a public apology before considering a partial refund.
1701287271 Buyer: I definitely understand wanting an apology. I can agree to apologize if I can get a refund on the product. I would also appreciate it if You would retract your bad review of me. This can negatively impact my ability to purchase from other sellers and I shop on this site a lot.
1701287424 Seller: Alright, if I can get an apology from you, I will agree to a full refund if we mutually retract our bad reviews for each other. 
1701287493 Buyer: I can agree with this. So, I'll receive a refund, we both retract our bad reviews of each other, and we both publicly apologize to each other. I think this is fair.
1701287599 Seller: That's almost what I suggested. I will need a public apology that you misunderstood my posting, but I never intentionally mislead you.
1701287697 Buyer: Right, I will certainly apologize and state that I misunderstood the posting, but I would like an apology for your bad review of me because I was willing to work with you on this.
1701287786 Seller: No can't do. If you want the refund, you need to be the only one who apologize. I don't have time to deal with this more. This is my final offer.
1701287850 Buyer: Ok. I will be okay with no apology, as long as you remove my bad review.
1701287873 Seller: Submitted agreement: Buyer gets full refund, buyer retracted their review, seller retracted their review, buyer didn't apologize, and seller did apologize.
1701287890 Buyer: Accept Deal
",2.0,6.0,1.0,0.0
47,,20.0,30.0,30.0,20.0,2.0,4.0,1.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,,,,,,,,,,50.0,2.0,40.0,8.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,,,,,,,,,False,"1701287348 Buyer: hello I had a issue with the jersey I bought
1701287362 Seller: What is the issue?
1701287417 Buyer: I ordered a Kobe Bryant Replica jersey for my dying nephew and the wrong player jersey was delivered instead.
1701287470 Seller: I'm sorry you are unhappy. However, it was clearly stated on the website that it was not for a specific player. 
1701287513 Buyer: Is there by any chance we can refund the money spent or get credit for another jersey?
1701287564 Seller: I'm sorry but all sales are final and it is not our mistake. It was clearly listed that it had no player name on it
1701287740 Buyer: The original post stated Kobe Bryant replica jersey if it did not I would have never bought the Item. I have a screen shot of the original post from when I placed the order. I hope when can reach a agreement or I my have to contact the apps / website and file a complaint.
1701287803 Seller: I would like to see the screenshot. If the problem, was on our end I will definitely give you a refund.
1701287861 Buyer: Sure, no problem just give me the details to send in the screen shot and I can provide you with that.
1701287903 Seller: I will give you my email address to send the screen shot and if it shows the problem was on our end a refund will be issued.
1701288097 Buyer: Ok, no problem I can provide the screenshot in the email that is stated. As well I would like to resolve the issue of the negative reviews that we placed on one another.
1701288145 Seller: I would also like to resolve this issue and make you happy. As soon as I receive the screenshot, I will issue you a refund
1701288190 Buyer: Can I have the email please and thank you.
1701288231 Seller: Submitted agreement: Buyer gets full refund, buyer retracted their review, seller retracted their review, buyer did apologize, and seller didn't apologize.
1701288264 Buyer: Accept Deal
",5.0,1.0,1.0,0.0
48,,90.0,2.0,3.0,5.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,,,,,,,,,,30.0,30.0,30.0,10.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,1.0,,,,,,,,,False,"1701287727 Buyer: I purchased a Kobe Bryant jersey from your site for my terminally ill nephew.  At the time I place my order, it cleared said it was a Kobe Bryant jersey.  
1701287768 Seller: And....
1701287796 Buyer: I would like a full refund of the purchase price of the jersey.
1701287889 Seller: Didn't you get the jersey as requested.
1701287932 Buyer: No, I kept a screen shot of the jersey I ordered.  It says Kobe Bryant jersey.  This is hot what I received.  This is false advertising.
1701288011 Seller: Okay, That could be resolved. But upon refunding you. You might get the full amount. 
1701288089 Buyer: What do you mean might get the full amount?  If you don't refund the full amount, I will dispute it on my credit card and report you to the Betfer Business Bureau.  I also want the bad review your wrote about me taken down.
1701288218 Seller: I am sorry if that has taken you on the edge. I apologize for that. I will take it down. And as I said. Full refunding isn't allowed. May I suggest you accept the partial refund.
1701288275 Buyer: Why should I accept a partial refund if I did not get what I ordered?  I can report your company as fraudulent and my credit card company will give me a full refund.  
1701288406 Seller: Why would you report the company for fraudulent activity. Did you at least check properly if that's what you ordered.
1701288450 Buyer: I have a screen shot of what I ordered.  It was a Kobe bryant jersey, not some unknow player
1701288624 Seller: Okay. I will take down the negative review. But the refund will be partial. Sorry, that's my companies policies. Please consider
1701288656 Buyer: Submitted agreement: Buyer gets partial refund, buyer retracted their review, seller kept their review, buyer did apologize, and seller didn't apologize.
1701288833 Seller: Accept Deal
",9.0,4.0,3.0,0.0
53,,40.0,10.0,30.0,20.0,2.0,5.0,2.0,4.0,3.0,5.0,4.0,2.0,2.0,4.0,,,,,,,,,,30.0,15.0,50.0,5.0,4.0,5.0,2.0,1.0,5.0,1.0,5.0,2.0,4.0,3.0,,,,,,,,,False,"1701299219 Buyer: Hello, I am writing to request a refund
1701299233 Seller: I'm sorry what is the issue?
1701299259 Buyer: I received a jersey that was for the wrong player for my order
1701299296 Seller: I am sorry for the misunderstanding. There was no player just a number
1701299338 Buyer: The website description said it was supposed to be for a specific player. I would like to request a refund. Thank you
1701299429 Seller: I am sorry for the misunderstanding. I will offer you a refund this one time if you remove any bad review about our business
1701299476 Buyer: Alright, I would be willing to do that if you also retract the bad review of me. 
1701299523 Seller: I will do so, please consider us for business in the future 
1701299542 Buyer: Submitted agreement: Buyer gets full refund, buyer retracted their review, seller retracted their review, buyer didn't apologize, and seller didn't apologize.
1701299584 Seller: Reject Deal
1701299631 Seller: Submitted agreement: Buyer gets full refund, buyer retracted their review, seller retracted their review, buyer did apologize, and seller didn't apologize.
1701299658 Buyer: Accept Deal
",1.0,2.0,1.0,0.0
54,,70.0,8.0,8.0,14.0,1.0,5.0,4.0,4.0,1.0,4.0,5.0,3.0,3.0,2.0,,,,,,,,,,10.0,20.0,30.0,40.0,1.0,5.0,3.0,3.0,5.0,1.0,4.0,1.0,1.0,2.0,,,,,,,,,False,"1701300121 Buyer: hello, i am requesting a refund for the most recent purchase.
1701300146 Seller: If I give a refund, would you agree to post an apology and retract the bad review?
1701300201 Buyer: i would certainly remove the bad review after receiving a full refund.
1701300252 Seller: So then you can apologize to me and I will apologize to you. I will issue the refund and you remove the bad review.
1701300321 Buyer: i'm not sure what i need to apologize for, but i would remove the bad review if given full refund.
1701300400 Seller: The apology would be for the accusations listed since the posting clearly listed any jersey. Since it wasn't a mistake on my part the apolgoy would just be for the misunderstand. Which is rectified by me giving a refund.
1701300473 Buyer: the posting was changed after i had placed the order, i ordered a specific jersey as was stating in the posting, i received something else.
1701300531 Seller: The posting was never changed and only ever listed any jersey. I will agree to apologize on my end for any potential miscommuncation that came from me. If you can agree to do the same, and retract the bad review. In addition you will get a full refund.
1701300605 Buyer: i can chalk it up to miscommunication as well, remove the review, as soon as the full refund is processed.
1701300615 Seller: Submitted agreement: Buyer gets full refund, buyer kept their review, seller retracted their review, buyer did apologize, and seller did apologize.
1701300635 Buyer: Accept Deal
",3.0,5.0,1.0,0.0
55,,55.0,10.0,25.0,10.0,3.0,4.0,2.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,,,,,,,,,,20.0,15.0,40.0,25.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,,,,,,,,,False,"1701299928 Buyer: Hi - received a jersey I ordered from your store which was supposed to be a Kobe jersey, but it was for some other player.  I need either a refund or a replacement Kobe jersey.  
1701299998 Seller: As long as you take down your terrible review on my business, I will consider it.
1701300062 Buyer: That seems reasonable - a refund, and I will take down the review, and I'd expect you to do the same with the bad buyer review you left.  
1701300122 Seller: Of course, We're both reasonable human beings, right? I apologize for my aggressive response. I hope you will do the same.
1701300171 Buyer: Absolutely - apologies for the review and will be happy to post something if you'd like on the site.  thank you 
1701300279 Seller: This was quite the commotion! I'm glad it was so easy to clear up. You will be getting your refund soon. And, if you were wondering, the review has already been taken down.
1701300346 Buyer: Thank you again - and I will remove the negative review as well.  Best of luck to you this holiday!
1701300384 Seller: Thank you as well! Happy holidays!
1701300405 Buyer: Submitted agreement: Buyer gets full refund, buyer retracted their review, seller retracted their review, buyer did apologize, and seller did apologize.
1701300430 Seller: Accept Deal
",6.0,5.0,3.0,0.0
56,,30.0,30.0,20.0,20.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,,,,,,,,,,30.0,30.0,30.0,10.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,False,"1701302241 Buyer: Hi
1701302281 Seller: Hello, How may I help you.
1701302373 Buyer: I want a refund on a product I bought for
1701302403 Seller: Okay
1701302470 Buyer: A full refund and I will drop and charges
1701302523 Seller: okay sure
1701302567 Buyer: So why didn't i get what I ordered for
1701302602 Seller: It must have been a mistake. Sorry it won't happen again. 
1701302647 Buyer: Submitted agreement: Buyer gets full refund, buyer retracted their review, seller retracted their review, buyer did apologize, and seller did apologize.
1701302654 Seller: Accept Deal
",13.0,1.0,3.0,0.0
57,,60.0,15.0,20.0,5.0,1.0,5.0,1.0,4.0,5.0,1.0,4.0,2.0,3.0,2.0,,,,,,,,,,15.0,10.0,45.0,30.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,4.0,4.0,1.0,,,,,,,,,False,"1701300197 Buyer: hello!
1701300213 Seller: Hi there!  what can we do?
1701300251 Buyer: I feel as though I need to receive a refund or at least an apology because I did not receive what was being offered/sold to me . 
1701300322 Seller: I understand what you are saying, but I shipped what was advertised.  If the bad review is retracted and you apologize I can offer a refund.
1701300352 Buyer: will you also retract the bad review you wrote of me? 
1701300389 Seller: If your review is retracted, then I could remove my review.
1701300403 Buyer: ok sounds like a deal. 
1701300497 Seller: ok.  I will partially refund you.  I will remove my review.  you will retract your review.  You will apologize.  I will apologize.  Sound OK?
1701300551 Buyer: ha no you didn't say partial I want full. 
1701300574 Seller: full is fine if you return the item.
1701300647 Buyer: Submitted agreement: Buyer gets full refund, buyer retracted their review, seller retracted their review, buyer did apologize, and seller did apologize.
1701300664 Seller: Accept Deal
",11.0,2.0,3.0,0.0
58,,75.0,0.0,25.0,0.0,1.0,4.0,4.0,1.0,5.0,1.0,2.0,5.0,2.0,1.0,,,,,,,,,,5.0,5.0,85.0,5.0,1.0,5.0,4.0,1.0,1.0,3.0,5.0,5.0,5.0,1.0,,,,,,,,,False,"1701300334 Buyer: I ordered this for a sick child whose dream is too meet Kobe, so although I think that won't be possible, a full refund would be acceptable upon return of unwanted item.
1701300416 Seller: I'm sorry to hear that you are unhappy with your purchase but it clearly stated that it was not for a particular player. I would need the unwarranted negative feedback removed.
1701300471 Buyer: I agree to that, as I stated in my initial offer.  I removebad review if you replace with a Kobe jersey or issue a full refund
1701300635 Seller: I don't have any Kobe jersey's in that price range and I cannot issue a full refund when it was simply a matter of not reading the ad correctly. If you like I can give you a $15 store credit on your next purchase upon the removal of the negative feedback.
1701300708 Buyer: On the receipt that I will provide you clearly does not state that on the date of my purchase.  I will take a 75 dollar credit towards a Kobe Jersey.
1701300872 Seller: I'm sorry but I cannot offer a full refund when it was not an error on our part. I can offer you the $15 store credit on our next shipment of Kobe jerseys, which should be in in a few days.
1701300971 Buyer: Then it seems we are at a stand off.  I will keep my negative review with proof of receipt that clearly stats that it was for a Kobe Jersey.  You choose not to honor.  I will get a full refund from Ebay and update my reciew with this most unsatisafctory encounter.
1701301068 Seller: I'm sorry to hear that. I hope you enjoy the rest of your day.
1701301080 Buyer: I Walk Away.
",7.0,2.0,0.0,1.0
59,,70.0,10.0,10.0,10.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,,,,,,,,,,30.0,15.0,25.0,30.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,,,,,,,,,False,"1701300881 Buyer: Hey, I'd like a refund 
1701300931 Seller: i'm sorry but as the website states all sales are final, i can offer a partial refund if that's okay
1701300962 Buyer: I'll accept a partial refund, but only if you retract your bad review of me 
1701301049 Seller: sure i can do that. sorry if things got mixed up, will you also retract your review?
1701301090 Buyer: That's fine with me. I appreciate your apology too. I'd like to apologize for my review as well
1701301117 Seller: sounds good! thanks for understanding
1701301161 Buyer: No worries. Things happen, and maybe I should've been more calm about the situation. I'm glad we could work together on this 
1701301177 Seller: i agree!
1701301193 Buyer: Alright, well it looks like everything's finalized 
1701301203 Seller: Submitted agreement: Buyer gets partial refund, buyer retracted their review, seller retracted their review, buyer did apologize, and seller did apologize.
1701301213 Buyer: Accept Deal
",6.0,6.0,1.0,0.0
60,,100.0,0.0,0.0,0.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,30.0,10.0,20.0,40.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,,,,,,,,,False,"1701300369 Buyer: I would like a full refund for my item that was sent incorrectly.
1701300397 Seller: What seems to be wrong with it?
1701300454 Buyer: I ordered a jersey with a specific players name and number and received a jersey with the wrong team's name. 
1701300508 Seller: That's definitely not ideal, lets work something out. 
1701300599 Buyer: I don't think thats possible.
1701300669 Seller: I understand the frustration, we should be able to give you a refund for the incorrect item.
1701300709 Buyer: Perfect thank you I really appreciate that!
1701300748 Seller: Of course, I take customer complaints very seriously! We will process your refund as soon as possible.
1701300777 Buyer: Submitted agreement: Buyer gets full refund, buyer retracted their review, seller retracted their review, buyer did apologize, and seller didn't apologize.
1701300819 Seller: Accept Deal
",4.0,2.0,3.0,0.0
61,,50.0,10.0,30.0,10.0,4.0,5.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,3.0,,,,,,,,,,50.0,20.0,30.0,0.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,3.0,,,,,,,,,False,"1701300584 Buyer: Hello i would like a refund since i did not get the item i expected.
1701300637 Seller: Unfortunately I cannot offer a refund for this item
1701300677 Buyer: Your item description was not accurate and i did not receive the correct item, i believe a refund is beyond warranted considering the item description was very inaccurate.
1701300777 Seller: Our item description was correct.  Perhaps we can offer you an exchange for another item.
1701300806 Buyer: Am i able to get a partial refund and an apology for your review of me.
1701300880 Seller: I would do a partial refund but I would need you to remove your bad review of my business
1701300925 Buyer: If you are willing to retract your review of me and offer an apology.
1701300950 Seller: I can do that
1701300979 Buyer: Ok i apologize for any confusion on my part. thank you
1701301007 Seller: Submitted agreement: Buyer gets partial refund, buyer retracted their review, seller retracted their review, buyer did apologize, and seller did apologize.
1701301025 Buyer: Accept Deal
",2.0,1.0,1.0,0.0
62,,80.0,10.0,10.0,0.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,5.0,2.0,1.0,,,,,,,,,,90.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,5.0,5.0,1.0,,,,,,,,,False,"1701301260 Buyer: I would like a full refund since I got incorrect item
1701301276 Seller: What was incorrect?
1701301323 Buyer: In the original add it was for a Kobe jersey.
1701301378 Seller: Unfortunately you mis-read the advertisement. It specifically stated no particular player was represented.
1701301484 Buyer: That is incorrect. Why would I buy a random Laker jersey ?
1701301518 Seller: Most people buy Laker jerseys because they support the entire team.
1701301591 Buyer: They may do that not at that price.
1701301637 Seller: You saw the ad and you decided to pay the full price. I hope you enjoy the Laker jersey you purchased.
1701301714 Buyer: I do not enjoy order and need a full refund
1701301767 Seller: Apparently you did not read the ad carefully. It states that all sales are final. No refund is available.
1701301845 Buyer: I did not see part where it said all sales were final. FULL REFUND
1701301872 Seller: Perhaps you should visit an optometrist and have your eyes checked.
1701301996 Buyer: your wasting my time....I guess I'll write part 2 of review explaining you are a fraud and would not help with full refund
1701302058 Seller: You are free to do as you wish. I am also free to post a review of you and your inability to read and follow instructions.
1701302156 Buyer: That's fine. They will see you are a fraud. I will now write a negative Google review.
1701302209 Seller: That's fine. Be sure to read my review of you and your inability to comprehend what you read.
1701302293 Buyer: Be sure too read the chargeback on your statement as I call CC and bank on fraud.
1701302365 Seller: You CC and bank will contact me and see there is no basis for any refund. You will have wasted all that time contacting them.
1701302392 Buyer: I Walk Away.
",17.0,1.0,0.0,1.0
63,,80.0,5.0,5.0,10.0,2.0,4.0,5.0,5.0,4.0,2.0,2.0,3.0,5.0,2.0,,,,,,,,,,30.0,5.0,5.0,60.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,5.0,4.0,2.0,,,,,,,,,False,"1701301154 Buyer: I'd like to request a refund as well as an apology for taking advantage of me with this purchase.
1701301205 Seller: I did not take advantage of you. My website clearly states that it was not a specific player so your claim is not valid. I would like to request that you apologize to me and retract your bad review of me due to the false claim.
1701301305 Buyer: I will do nothing close to that. If I do not receive a full refund I will write a review of your business on the Better business beareau website to ensure all future customers know not to shop with you ever again.
1701301398 Seller: I have an excellent reputation and will not fall victim to threats. 
1701301468 Buyer: So be it. I've posted the review and will not remove unless I am refunded for  my purchase. I will also not remove my review on your website.
1701301504 Seller: I will not be refunding your purchase and will keep my negative review up on the sellers website, so that others know of your tricks.
1701301602 Buyer: I've posted a YouTube review that is gaining traction with a negative review of your website. Do as you will. Your business will be bankrupt in no time. Apologize and refund me or this conversation can be over with.
1701301631 Seller: Again I will not fall victim to threat and will not be refunding you.
1701301644 Buyer: I Walk Away.
",12.0,1.0,0.0,1.0
